Schooling,Adult Mortality,Income composition of resources, BMI , HIV/AIDS,Diphtheria , thinness  1-19 years,Polio, thinness 5-9 years,GDP,Alcohol,percentage expenditure,Life expectancy 
9.6,272.0,0.403,24.5,1.8,7.0,7.4,71.0,7.2,327.42597,3.64,41.91052416,59.7
9.7,277.0,0.4,24.0,2.1,81.0,7.6,84.0,7.4,33.667491,3.75,5.592170255,59.2
9.8,281.0,0.394,23.4,2.4,75.0,7.7,79.0,7.6,232.61732,3.88,40.03344077,58.6
9.9,286.0,0.383,22.9,2.8,65.0,7.9,67.0,7.8,21.3733292,4.03,3.686899287,57.9
10.0,32.0,0.377,22.4,3.0,6.0,8.1,66.0,8.1,178.92799,4.05,15.79934152,56.7
10.1,316.0,0.372,22.0,3.1,6.0,8.3,66.0,8.3,168.648254,4.19,22.39648813,55.3
10.2,329.0,0.335,21.5,3.2,31.0,8.5,47.0,8.5,149.4452549,4.24,17.85870796,54.0
10.3,42.0,0.373,21.1,3.2,35.0,8.7,49.0,8.7,133.494518,4.21,9.758449266,50.0
10.4,371.0,0.376,2.7,3.1,39.0,8.8,51.0,8.9,177.285187,4.27,10.424369,56.0
10.5,333.0,0.386,2.4,3.1,42.0,9.0,54.0,9.0,174.1815473,4.4,16.72142854,51.5
8.7,39.0,0.338,2.2,3.1,46.0,9.2,56.0,9.2,183.4149991,4.46,12.19709744,51.9
13.4,138.0,0.719,64.8,0.1,97.0,5.8,97.0,5.5,1741.142552,3.65,0.0,72.7
13.4,134.0,0.735,62.8,0.1,96.0,5.7,96.0,5.5,1741.142552,0.01,0.0,72.9
13.7,133.0,0.706,61.8,0.1,98.0,5.6,98.0,5.4,1741.142552,0.01,0.0,72.9
14.0,161.0,0.756,6.9,0.1,98.0,5.6,98.0,5.4,562.549434,0.01,36.11567366,71.3
14.3,132.0,0.755,59.9,0.1,98.0,5.6,98.0,5.4,1212.56217,0.01,52.50394196,72.8
14.6,132.0,0.757,59.0,0.1,98.0,5.6,98.0,5.4,1296.97353,0.01,63.55170297,72.7
14.8,132.0,0.757,58.2,0.1,98.0,5.5,98.0,5.4,14396.4865,0.01,532.6700005,72.6
15.1,132.0,0.756,57.4,0.1,98.0,5.5,98.0,5.4,1138.56661,0.01,54.8789106,72.5
15.4,134.0,0.752,56.7,0.1,98.0,5.5,98.0,5.4,9344.987518,0.01,493.415341,72.2
15.7,138.0,0.748,56.0,0.1,98.0,5.5,98.0,5.4,8171.361651,0.01,472.3047034,71.9
15.9,141.0,0.747,55.3,0.1,97.0,5.5,97.0,5.4,586.8364,0.01,31.80653288,71.5
16.0,144.0,0.74,54.6,0.1,95.0,5.6,95.0,5.4,4676.96753,0.01,295.1166511,71.3
15.8,146.0,0.736,54.0,0.1,93.0,5.6,93.0,5.4,375.442638,0.01,29.13434871,71.1
15.7,147.0,0.732,53.4,0.1,94.0,5.6,94.0,5.5,6269.58123,0.01,362.3817951,71.0
15.5,148.0,0.727,52.8,0.1,94.0,5.7,94.0,5.5,7145.628494,0.01,457.3202236,78.0
16.5,165.0,0.846,62.4,0.1,93.0,2.6,93.0,2.6,14252.42853,3.65,0.0,73.6
16.5,169.0,0.841,61.9,0.1,93.0,2.6,93.0,2.7,16554.97139,15.19,2211.744178,73.4
16.4,178.0,0.834,61.4,0.1,93.0,2.7,93.0,2.7,15712.82376,15.04,1968.816817,73.0
16.5,176.0,0.83,6.9,0.1,93.0,2.7,93.0,2.7,14341.836,15.14,1807.071336,73.0
16.7,18.0,0.826,6.5,0.1,92.0,2.7,92.0,2.8,14357.73679,12.66,1758.822757,72.8
16.6,192.0,0.825,59.7,0.1,98.0,2.8,98.0,2.9,11837.3913,12.4,1446.529217,72.2
16.5,224.0,0.82,59.3,0.1,96.0,2.9,96.0,2.9,14961.56818,13.3,1888.149904,71.1
16.4,24.0,0.812,59.0,0.1,95.0,2.9,95.0,3.0,12297.91535,13.4,1581.511914,72.0
16.2,222.0,0.798,58.4,0.1,94.0,3.0,93.0,3.1,7863.1629,12.3,913.699529,78.0
16.3,24.0,0.792,58.1,0.1,94.0,3.1,9.0,3.1,676.966998,12.1,76.36187737,71.6
15.8,22.0,0.78,57.8,0.1,94.0,3.2,91.0,3.2,555.535669,11.29,80.99710054,71.6
15.3,22.0,0.77,57.5,0.1,95.0,3.3,97.0,3.3,4146.987928,11.0,561.9168642,71.4
14.7,21.0,0.757,57.2,0.1,95.0,3.3,97.0,3.3,353.147337,10.2,42.87208671,71.2
14.0,2.0,0.745,56.9,0.1,94.0,3.4,92.0,3.4,3297.35471,9.87,373.2605532,71.6
13.9,63.0,0.896,61.3,0.1,99.0,1.0,99.0,0.9,1199.8223,3.65,0.0,82.0
13.9,65.0,0.892,6.9,0.1,99.0,1.0,99.0,0.9,119172.7418,11.12,16255.16198,81.7
13.9,68.0,0.892,6.5,0.1,99.0,0.9,99.0,0.9,113751.85,11.02,15515.75234,81.4
13.9,72.0,0.894,59.6,0.1,99.0,0.9,96.0,0.9,115761.577,11.5,17028.52798,88.0
13.7,73.0,0.884,59.2,0.1,99.0,0.9,96.0,0.9,14965.361,11.36,2267.252192,86.0
13.5,76.0,0.888,58.8,0.1,99.0,0.9,96.0,0.9,13198.6693,11.42,2052.393076,83.0
13.5,8.0,0.887,58.4,0.1,99.0,0.9,96.0,0.9,114293.8433,11.53,18961.3486,80.0
13.5,85.0,0.88,57.5,0.1,99.0,0.9,99.0,0.9,89739.7117,11.98,15345.4907,79.4
13.5,9.0,0.874,57.0,0.1,99.0,1.0,99.0,0.9,8289.69641,11.84,1346.246697,78.8
13.5,92.0,0.867,56.4,0.1,99.0,1.0,99.0,0.9,75716.3518,12.42,12372.05188,78.7
13.6,92.0,0.865,55.8,0.1,98.0,1.0,99.0,0.9,65445.8853,12.61,10111.38928,78.6
13.5,95.0,0.86,55.2,0.1,99.0,1.0,99.0,0.9,5293.64115,12.91,910.5062778,78.3
13.5,98.0,0.848,54.0,0.1,99.0,1.0,99.0,1.0,48735.99549,13.14,8246.130437,77.8
10.3,22.0,0.511,2.5,0.3,69.0,7.1,71.0,7.1,41.8575951,3.65,0.0,65.5
10.3,225.0,0.509,2.0,0.3,73.0,7.2,73.0,7.1,452.4631926,0.01,5.339065673,65.1
10.3,23.0,0.508,19.5,0.4,74.0,7.3,73.0,7.2,461.723722,0.87,79.50882493,64.7
10.2,235.0,0.506,19.0,0.4,7.0,7.4,71.0,7.3,443.9611,0.87,59.97914461,64.3
10.2,241.0,0.504,18.5,0.4,73.0,7.5,73.0,7.4,454.963464,0.97,78.79967196,63.8
10.2,248.0,0.503,18.0,0.5,7.0,7.6,7.0,7.5,412.739341,1.03,76.60442169,63.3
9.4,259.0,0.491,17.1,0.5,77.0,7.8,77.0,7.7,47.733254,0.68,6.448762615,62.3
9.1,261.0,0.483,16.7,0.6,84.0,7.9,83.0,7.8,377.8482928,0.71,55.43034455,61.9
9.0,263.0,0.478,16.3,0.6,85.0,8.0,83.0,7.9,292.157443,0.68,38.41870375,61.4
8.9,265.0,0.473,15.8,0.6,85.0,8.1,8.0,8.0,274.819723,0.72,33.74786198,69.0
8.7,267.0,0.466,15.4,0.6,78.0,8.2,74.0,8.1,245.1235876,0.81,23.72796328,64.0
8.5,268.0,0.457,15.0,0.7,66.0,8.3,65.0,8.3,316.7998965,0.93,37.12894787,59.9
8.3,271.0,0.462,14.7,0.7,62.0,8.5,61.0,8.4,262.2859481,0.9,47.5262138,59.3
8.2,276.0,0.456,14.3,0.7,6.0,8.6,6.0,8.5,278.555732,1.05,42.56331585,58.7
8.0,283.0,0.0,13.9,0.6,57.0,8.7,58.0,8.6,245.939659,1.16,35.66125056,57.9
10.8,365.0,0.473,19.6,4.8,88.0,6.4,88.0,6.2,362.6575444,3.65,0.0,58.3
10.7,377.0,0.466,19.2,5.1,91.0,6.5,87.0,6.3,354.7253961,0.01,59.48744893,57.6
10.7,394.0,0.459,18.8,6.3,89.0,6.5,89.0,6.4,332.922339,0.01,55.83107625,56.7
10.7,42.0,0.454,18.4,8.3,96.0,6.6,95.0,6.5,374.51882,0.01,82.76865922,55.3
10.6,441.0,0.444,18.0,11.2,97.0,6.7,97.0,6.6,512.125451,1.23,13.77617463,54.1
10.2,462.0,0.43,17.6,13.7,93.0,6.8,86.0,6.7,458.8681744,1.08,9.728005297,52.9
9.9,491.0,0.415,17.3,14.9,93.0,6.9,93.0,6.8,42.7379657,1.16,7.915071248,51.5
9.6,525.0,0.4,16.9,16.9,91.0,7.0,92.0,6.9,372.842678,1.27,74.34482999,50.0
9.7,559.0,0.387,16.6,19.3,87.0,7.1,88.0,7.0,32.2227274,1.18,4.269511381,48.5
9.6,587.0,0.377,16.2,21.1,99.0,7.3,99.0,7.1,297.6971211,1.18,6.847033785,47.1
10.3,613.0,0.362,15.2,24.2,84.0,7.6,85.0,7.5,26.152517,1.08,4.375316094,44.6
10.4,67.0,0.388,14.8,24.7,64.0,7.7,79.0,7.6,29.9798977,1.1,3.885394742,44.0
10.1,599.0,0.387,14.4,25.1,9.0,7.9,86.0,7.7,146.7615397,1.15,12.79760626,43.5
10.7,588.0,0.391,14.1,25.5,75.0,8.0,73.0,7.9,153.2594872,1.18,13.76270195,43.1
13.0,126.0,0.783,39.5,0.1,97.0,7.6,97.0,7.4,11183.96191,0.52,721.3655432,74.8
12.9,128.0,0.779,38.5,0.1,97.0,7.8,97.0,7.6,1882.27842,0.53,110.6779711,74.6
12.9,129.0,0.776,37.4,0.1,97.0,7.9,97.0,7.7,1779.49641,0.53,101.609245,74.5
13.0,13.0,0.774,36.3,0.1,96.0,8.0,96.0,7.8,145.1262,0.51,9.23002632,74.3
12.8,131.0,0.764,35.3,0.1,96.0,8.2,96.0,8.0,971.356987,0.49,65.56659662,74.1
12.6,131.0,0.756,34.4,0.1,97.0,8.3,97.0,8.2,7326.744435,0.47,431.5452472,74.0
12.5,132.0,0.747,33.4,0.1,97.0,8.5,97.0,8.3,8513.629541,0.47,438.4519214,73.8
12.3,133.0,0.736,32.5,0.1,97.0,8.7,97.0,8.5,7269.17114,0.43,409.9812523,73.7
12.7,134.0,0.732,31.6,0.1,95.0,8.8,95.0,8.6,6222.982955,0.42,365.9113978,73.6
12.9,135.0,0.734,3.7,0.1,96.0,9.0,96.0,8.8,5593.822995,0.46,297.5913833,73.4
12.7,137.0,0.731,29.8,0.1,95.0,9.2,95.0,8.9,4955.477743,0.49,315.6639322,73.2
12.1,138.0,0.724,28.8,0.1,96.0,9.3,96.0,9.1,4463.675893,0.48,264.2496129,73.1
12.0,14.0,0.723,27.9,0.1,94.0,9.5,94.0,9.3,4167.364387,0.49,216.7029481,72.9
11.9,144.0,0.725,27.0,0.1,96.0,9.7,95.0,9.4,3915.11546,0.53,210.2417002,72.7
11.6,149.0,0.715,26.0,0.1,98.0,9.8,98.0,9.6,445.17471,0.54,23.37167228,72.4
12.7,61.0,0.701,27.4,0.1,99.0,13.6,99.0,13.6,8395.785198,3.65,0.0,78.5
12.7,62.0,0.693,26.2,0.1,99.0,13.6,99.0,13.7,7716.2415,0.01,2051.748615,78.2
12.4,64.0,0.683,25.1,0.1,99.0,13.7,99.0,13.8,7112.33575,0.01,1626.591186,77.9
12.1,65.0,0.675,24.1,0.1,99.0,13.8,99.0,13.9,6541.7465,0.01,1259.940376,77.6
11.8,67.0,0.663,23.1,0.1,96.0,13.9,96.0,14.0,6497.55443,1.92,1079.893546,77.3
11.6,73.0,0.653,22.1,0.1,96.0,14.0,97.0,14.1,633.79498,1.83,91.13971812,76.7
11.8,75.0,0.651,21.2,0.1,98.0,14.1,98.0,14.2,597.1659,1.59,100.503021,76.3
11.8,81.0,0.641,2.3,0.1,98.0,14.2,98.0,14.3,5828.621374,1.76,1077.712092,75.9
11.9,82.0,0.632,19.5,0.1,98.0,14.3,98.0,14.4,52.862285,1.78,6.491488598,75.4
12.0,88.0,0.622,18.7,0.1,98.0,14.3,98.0,14.5,4428.522898,1.62,659.8499118,75.0
12.1,93.0,0.625,18.0,0.1,98.0,14.4,98.0,14.5,3488.493769,1.47,620.9518909,74.3
12.2,16.0,0.617,17.3,0.1,96.0,14.5,96.0,14.6,3853.33348,1.6,611.9093566,73.4
11.8,112.0,0.601,16.7,0.1,98.0,14.6,98.0,14.7,3432.247841,1.75,491.4978908,72.7
12.0,124.0,0.597,16.2,0.1,98.0,14.6,98.0,14.7,32.37239,1.95,4.299053392,71.8
11.8,129.0,0.587,15.6,0.1,98.0,14.7,97.0,14.8,298.67598,1.98,41.30688803,78.0
11.3,139.0,0.577,15.2,0.1,98.0,14.8,98.0,14.8,2182.99711,1.83,300.1621026,69.6
8.4,266.0,0.438,23.8,1.5,64.0,7.7,66.0,7.5,729.725338,3.65,0.0,58.2
8.2,272.0,0.43,23.2,1.6,73.0,7.9,74.0,7.7,825.5729915,0.01,46.56231672,57.8
8.0,275.0,0.421,22.5,1.6,69.0,8.1,7.0,7.9,777.659139,0.01,36.86104319,57.3
7.7,27.0,0.411,21.9,1.5,66.0,8.3,72.0,8.1,777.3476868,0.01,96.5465827,57.2
7.3,273.0,0.396,2.7,1.5,73.0,8.8,77.0,8.5,78.377632,0.6,9.585584394,56.5
7.1,276.0,0.385,2.2,1.6,73.0,9.0,77.0,8.8,697.153124,0.59,84.63438925,56.0
5.8,278.0,0.36,19.6,1.6,74.0,9.2,74.0,9.0,689.6784228,0.57,102.1413744,55.5
6.4,282.0,0.363,19.0,1.7,74.0,9.4,76.0,9.3,595.6368319,0.55,81.8405007,55.0
5.8,29.0,0.338,18.0,1.9,77.0,9.9,78.0,9.7,487.942556,0.55,60.21211141,53.6
5.5,296.0,0.333,17.5,2.0,69.0,1.1,7.0,1.0,439.3572924,0.49,57.11644801,52.8
5.2,299.0,0.318,17.0,2.2,63.0,1.3,67.0,1.2,391.791281,0.54,6.660451777,52.0
4.9,31.0,0.308,16.5,2.3,61.0,1.5,65.0,1.5,334.22416,0.53,3.67646576,51.2
4.6,34.0,0.297,16.1,2.4,49.0,1.8,56.0,1.7,36.8473237,0.51,4.395885717,55.0
4.4,37.0,0.291,15.6,2.5,43.0,11.0,53.0,1.9,269.3483829,0.47,23.94507124,49.8
14.6,54.0,0.853,69.6,0.1,97.0,0.8,97.0,0.8,23819.4636,3.65,0.0,81.7
14.2,57.0,0.828,68.8,0.1,99.0,0.8,99.0,0.7,2393.1888,8.58,374.2947283,81.1
14.1,58.0,0.821,68.4,0.1,99.0,0.8,99.0,0.7,2193.8836,7.67,343.123395,81.0
14.8,59.0,0.826,68.0,0.1,96.0,0.8,96.0,0.7,22821.847,6.91,3601.287457,87.0
14.6,62.0,0.819,67.6,0.1,76.0,0.8,76.0,0.7,2187.79469,7.91,278.0687051,83.0
14.4,63.0,0.815,67.1,0.1,73.0,0.8,73.0,0.7,2675.58259,7.38,335.5180568,82.0
14.6,64.0,0.813,66.6,0.1,72.0,0.7,72.0,0.7,21928.767,7.14,2655.573684,80.0
14.4,65.0,0.808,66.1,0.1,74.0,0.7,76.0,0.7,19375.5696,7.45,2578.888314,79.6
14.8,66.0,0.809,65.6,0.1,85.0,0.7,83.0,0.7,16671.5672,8.84,2380.699796,79.3
14.8,67.0,0.805,65.0,0.1,92.0,0.7,94.0,0.7,15835.34667,6.41,2247.035692,79.0
14.2,69.0,0.797,64.5,0.1,89.0,0.7,89.0,0.7,1519.5497,6.53,203.3157499,78.7
13.8,71.0,0.79,63.9,0.1,94.0,0.7,94.0,0.7,13689.98999,6.7,1678.392773,78.5
13.7,79.0,0.783,62.8,0.1,95.0,0.7,95.0,0.7,1121.78636,5.62,130.0150391,77.8
13.8,8.0,0.779,62.3,0.1,94.0,0.8,94.0,0.7,1139.5651,5.59,134.3547253,77.5
0.0,145.0,0.675,81.6,0.1,79.0,0.1,79.0,0.1,3617.752354,0.01,871.8783173,72.0
8.5,25.0,0.513,3.8,0.9,73.0,7.8,67.0,7.5,1158.256469,3.65,0.0,63.1
8.5,26.0,0.509,3.1,0.9,84.0,8.0,84.0,7.7,1326.66882,0.01,80.92679802,63.0
8.2,28.0,0.501,29.4,1.1,8.0,8.1,8.0,7.9,145.57838,0.01,8.88028118,62.7
7.8,29.0,0.491,28.8,1.2,8.0,8.3,8.0,8.1,1364.283745,0.01,62.48419552,62.5
7.7,212.0,0.487,28.1,1.2,75.0,8.5,73.0,8.3,1393.261593,0.01,79.27658464,62.2
7.6,214.0,0.484,27.4,1.2,64.0,8.7,52.0,8.5,123.383675,0.01,8.353074798,62.0
7.1,215.0,0.476,26.8,1.2,64.0,8.9,63.0,8.7,146.83851,0.01,11.14504291,61.7
7.2,217.0,0.475,26.1,1.3,74.0,9.2,73.0,8.9,1167.535689,0.02,61.76263795,61.4
7.4,219.0,0.475,25.5,1.3,75.0,9.4,75.0,9.1,113.3128,0.02,7.35400072,61.2
7.2,221.0,0.466,24.8,1.3,68.0,9.6,68.0,9.4,944.134851,0.01,55.79836969,69.0
7.2,223.0,0.461,24.2,1.3,71.0,9.8,71.0,9.6,697.7451989,0.01,55.12187071,66.0
6.7,224.0,0.451,23.6,1.3,7.0,1.0,68.0,9.8,62.547286,0.01,5.00378288,64.0
6.6,226.0,0.447,22.9,1.3,76.0,1.3,75.0,1.1,528.586613,0.01,29.65370899,63.0
6.5,228.0,0.446,22.3,1.2,89.0,1.5,91.0,1.3,46.9542322,0.02,4.113190741,62.0
6.5,229.0,0.444,21.7,1.2,75.0,1.7,75.0,1.5,464.229758,0.01,28.782245,61.0
6.4,23.0,0.443,21.1,1.1,51.0,1.9,58.0,1.7,477.476124,0.03,8.594570232,60.0
15.2,146.0,0.779,33.3,0.1,97.0,6.9,98.0,6.8,9252.11724,3.65,0.0,74.6
14.7,148.0,0.769,32.8,0.1,97.0,7.0,98.0,6.9,1153.93822,0.01,115.2784282,74.2
14.7,147.0,0.765,32.3,0.1,98.0,7.0,98.0,7.0,9637.265,0.01,917.467628,74.1
14.3,154.0,0.756,31.8,0.1,98.0,7.1,98.0,7.0,9291.227619,0.01,915.1859205,73.9
14.1,158.0,0.748,31.3,0.1,98.0,7.1,98.0,7.1,9197.26972,3.03,918.807245,73.6
14.0,163.0,0.74,3.7,0.2,99.0,7.2,99.0,7.2,8.376432,2.95,0.108055973,73.3
13.8,166.0,0.734,3.2,0.1,99.0,7.3,99.0,7.3,7318.12641,2.83,624.2361828,72.8
13.6,166.0,0.728,29.7,0.1,99.0,7.4,99.0,7.3,83.635,2.49,6.6489825,72.7
13.5,161.0,0.72,29.1,0.1,97.0,7.5,96.0,7.4,6574.654338,3.24,582.5143743,72.9
13.4,165.0,0.713,28.6,0.1,97.0,7.6,98.0,7.5,5695.969327,3.73,502.3844946,71.8
13.0,168.0,0.704,28.0,0.1,97.0,7.7,97.0,7.6,5116.45424,3.94,479.9234077,72.1
12.8,168.0,0.696,27.5,0.1,98.0,7.8,98.0,7.7,5229.876738,4.16,509.3899943,71.9
12.6,174.0,0.687,26.9,0.1,99.0,7.9,99.0,7.8,4623.347642,4.08,407.779262,71.5
12.5,179.0,0.683,26.4,0.1,88.0,7.9,88.0,7.9,3957.51296,4.14,369.6317105,71.5
12.2,177.0,0.673,25.8,0.1,92.0,8.0,93.0,8.0,3792.182152,4.38,70.15536981,71.5
12.1,177.0,0.667,25.3,0.1,88.0,8.1,88.0,8.1,3861.32414,4.6,336.3213326,71.0
13.3,122.0,0.758,63.5,0.1,87.0,1.5,87.0,1.5,9143.128494,3.65,0.0,76.7
13.1,122.0,0.754,62.8,0.1,87.0,1.6,87.0,1.5,1452.27766,5.26,168.173753,76.6
12.9,12.0,0.753,62.1,0.1,83.0,1.6,83.0,1.5,1298.86766,5.23,150.408875,76.6
12.6,124.0,0.745,6.8,0.1,97.0,1.6,97.0,1.6,9834.472689,5.3,1117.196097,76.1
12.5,13.0,0.738,59.4,0.1,95.0,1.7,95.0,1.6,7748.12331,5.27,881.7364327,75.7
12.3,127.0,0.735,58.7,0.1,96.0,1.7,96.0,1.6,9689.52887,5.36,159.8772264,75.6
12.2,125.0,0.723,57.2,0.1,98.0,1.8,98.0,1.7,8767.92258,5.11,980.2537444,75.8
12.2,126.0,0.719,56.4,0.1,98.0,1.8,98.0,1.7,7986.798439,4.93,998.3498049,75.3
12.1,124.0,0.714,55.7,0.1,98.0,1.8,98.0,1.8,7199.59665,4.9,920.8284115,75.4
11.9,127.0,0.708,54.9,0.1,98.0,1.9,98.0,1.8,6751.998987,4.88,781.2062828,75.0
11.6,127.0,0.703,54.1,0.1,97.0,1.9,98.0,1.8,716.8219,4.77,12.1859723,75.0
11.6,126.0,0.7,53.2,0.1,97.0,1.9,97.0,1.9,731.378864,4.86,13.31109532,75.0
11.4,129.0,0.694,52.4,0.1,97.0,2.0,97.0,1.9,672.92113,4.99,10.22840118,74.8
11.7,166.0,0.637,69.4,0.1,72.0,0.2,71.0,0.2,1741.142552,3.65,0.0,69.4
11.7,164.0,0.639,68.7,0.1,77.0,0.2,76.0,0.2,1741.142552,1.58,0.0,69.4
11.7,166.0,0.641,68.1,0.1,81.0,0.2,81.0,0.2,1741.142552,1.67,0.0,69.2
11.7,168.0,0.64,67.5,0.1,81.0,0.2,81.0,0.2,1741.142552,2.98,0.0,69.0
11.7,169.0,0.638,67.0,0.1,84.0,0.2,83.0,0.2,1741.142552,1.89,0.0,68.9
11.5,171.0,0.633,66.4,0.1,85.0,0.2,85.0,0.2,1741.142552,1.76,0.0,68.7
11.4,172.0,0.629,65.8,0.1,91.0,0.2,81.0,0.2,1741.142552,2.06,0.0,68.5
11.2,174.0,0.628,65.2,0.1,85.0,0.2,88.0,0.2,1741.142552,1.97,0.0,68.4
10.9,176.0,0.622,64.1,0.1,67.0,0.2,81.0,0.2,1741.142552,1.73,0.0,68.0
10.7,178.0,0.617,63.6,0.1,94.0,0.2,94.0,0.2,1741.142552,1.9,0.0,67.9
10.5,179.0,0.616,63.2,0.1,78.0,0.2,82.0,0.2,1741.142552,2.02,0.0,67.7
10.4,18.0,0.612,62.8,0.1,92.0,0.2,88.0,0.2,1741.142552,3.15,0.0,67.5
10.2,21.0,0.608,62.4,0.1,84.0,0.2,84.0,0.2,1741.142552,2.78,0.0,66.2
10.1,183.0,0.604,62.0,0.1,75.0,0.3,79.0,0.2,1741.142552,2.82,0.0,67.2
0.0,185.0,0.0,61.5,0.1,85.0,0.3,85.0,0.3,1741.142552,2.23,0.0,67.0
12.3,145.0,0.675,42.9,0.1,99.0,3.4,99.0,3.4,1741.142552,0.01,0.0,72.0
14.8,222.0,0.733,52.7,0.1,99.0,2.2,99.0,2.3,3944.1839,3.65,0.0,68.8
14.8,225.0,0.729,51.5,0.1,99.0,2.2,99.0,2.3,4181.583321,0.01,281.0023992,68.4
14.7,227.0,0.72,5.4,0.1,98.0,2.2,98.0,2.3,4385.379355,0.01,241.1958645,68.1
14.7,231.0,0.712,49.2,0.1,99.0,2.2,99.0,2.3,4368.82248,0.01,253.8285861,67.8
14.6,235.0,0.701,48.0,0.1,99.0,2.2,99.0,2.3,3769.595255,0.01,257.8403154,67.3
13.8,235.0,0.686,45.9,0.1,95.0,2.2,96.0,2.3,1717.898761,4.61,134.1678932,66.9
13.4,225.0,0.673,44.9,0.1,96.0,2.2,95.0,2.3,2139.625631,4.26,181.0123284,67.4
13.0,26.0,0.661,43.9,0.1,95.0,2.2,99.0,2.4,1634.81431,3.79,126.698109,65.9
12.7,271.0,0.649,43.0,0.1,99.0,2.2,98.0,2.4,1334.651896,2.91,122.1206485,65.0
11.8,274.0,0.637,42.1,0.1,99.0,2.3,99.0,2.4,998.8226671,2.75,98.68367951,64.5
11.2,284.0,0.621,41.3,0.1,99.0,2.3,99.0,2.4,797.8377432,1.75,73.24150483,64.0
10.1,263.0,0.599,39.8,0.1,98.0,2.4,98.0,2.5,571.51883,2.43,55.60878216,63.8
9.4,266.0,0.588,39.1,0.1,95.0,2.5,95.0,2.6,524.145924,2.87,61.84921903,63.2
8.9,274.0,0.582,38.5,0.1,94.0,2.6,94.0,2.6,474.2133361,2.79,56.431387,62.8
15.1,16.0,0.804,61.8,0.1,89.0,1.8,89.0,1.8,6461.192554,3.65,0.0,76.1
15.1,17.0,0.803,61.3,0.1,91.0,1.8,91.0,1.9,7378.345289,0.01,726.0291764,75.9
15.1,19.0,0.799,6.7,0.1,94.0,1.8,94.0,1.9,7186.429787,0.01,707.144691,75.8
15.1,11.0,0.797,6.2,0.1,94.0,1.9,94.0,1.9,6586.71929,0.01,648.1331781,75.6
15.1,113.0,0.792,59.7,0.1,95.0,1.9,95.0,2.0,7318.742449,6.56,666.7374371,75.4
15.0,115.0,0.787,59.1,0.1,94.0,2.0,93.0,2.0,6682.281158,6.56,635.4849381,75.3
14.6,117.0,0.785,58.5,0.1,92.0,2.0,91.0,2.1,6698.79439,6.45,489.6818699,75.0
14.2,121.0,0.774,57.8,0.1,95.0,2.1,95.0,2.1,7325.73474,6.17,709.1311228,74.6
13.6,125.0,0.762,57.2,0.1,92.0,2.1,92.0,2.2,5957.145693,4.98,678.5188944,74.2
12.8,133.0,0.746,55.7,0.1,93.0,2.3,93.0,2.3,3674.617924,3.65,527.3076721,73.6
0.0,134.0,0.0,54.2,0.1,93.0,2.4,93.0,2.4,2789.1735,0.01,495.0782963,73.5
0.0,136.0,0.0,53.5,0.1,93.0,2.5,93.0,2.5,216.243274,0.01,36.48024032,73.4
0.0,136.0,0.0,52.7,0.1,93.0,2.5,93.0,2.6,199.583957,0.01,33.66981355,73.3
0.0,144.0,0.0,51.9,0.1,93.0,2.6,93.0,2.7,1627.42893,0.01,274.5472605,73.0
12.1,95.0,0.645,58.5,0.1,99.0,6.4,99.0,6.2,2847.285569,3.65,0.0,74.3
12.1,96.0,0.64,57.5,0.1,99.0,6.4,99.0,6.2,3154.513484,0.43,198.7343495,74.1
12.1,97.0,0.634,56.5,0.1,99.0,6.4,99.0,6.2,3111.762887,0.45,179.8598949,73.9
11.6,99.0,0.623,55.5,0.1,99.0,6.3,99.0,6.2,294.746728,0.55,19.15853732,73.6
11.2,14.0,0.612,54.6,0.1,99.0,6.3,98.0,6.2,339.91616,0.54,22.0945504,73.3
10.7,11.0,0.603,53.6,0.1,99.0,6.3,99.0,6.2,2834.2472,0.56,183.6592186,72.8
10.5,116.0,0.596,52.7,0.1,99.0,6.4,99.0,6.2,2861.5545,0.62,188.2902861,72.3
10.3,123.0,0.589,51.7,0.1,99.0,6.4,99.0,6.3,2884.94776,0.51,171.3658969,71.8
10.0,128.0,0.581,5.8,0.1,95.0,6.4,95.0,6.3,2494.353552,0.56,157.6431445,71.4
10.0,133.0,0.575,49.9,0.1,97.0,6.4,97.0,6.3,2191.478567,0.58,127.7632005,71.0
9.8,137.0,0.569,49.1,0.1,98.0,6.5,98.0,6.3,213.755559,0.47,9.469371264,77.0
9.6,142.0,0.561,48.2,0.1,97.0,6.5,97.0,6.4,1948.812275,0.56,100.3638322,72.0
9.3,146.0,0.551,47.3,0.1,91.0,6.6,91.0,6.4,1721.973863,0.58,88.16506179,69.9
8.5,155.0,0.53,45.7,0.1,96.0,6.7,93.0,6.5,1336.775376,0.46,71.11645,69.0
8.0,16.0,0.519,44.8,0.1,95.0,6.7,95.0,6.6,1332.382358,0.45,63.42140024,68.6
9.1,355.0,0.414,22.6,3.9,8.0,3.6,8.0,3.5,528.3125597,3.65,0.0,57.6
9.1,375.0,0.409,22.2,4.1,79.0,3.6,79.0,3.5,623.2871141,0.01,54.91159475,56.7
9.1,46.0,0.405,21.8,5.1,78.0,3.6,78.0,3.5,65.985681,1.16,5.813338496,55.3
9.2,48.0,0.4,21.3,6.9,76.0,3.6,73.0,3.5,566.513873,1.19,49.90987221,54.8
9.5,47.0,0.397,2.9,9.6,76.0,3.7,73.0,3.6,526.5313517,0.94,40.80617976,54.3
